,product_name,user_rating,product_review
87,Heady Topper,4.52,poured from a 16 ounce can dated 7-31-23 into a teku glass.  look- medium gold very hazy frothy white head above average head retention and lacing.  smell- pine resin clementine nectarine dank earthy medium strength of scent.  taste- pine resin clementine pithy pineapple herbaceous high strength of flavor.  feel- between medium and full body average carbonation highly creamy moderately bitter mildly mouth warming mildly dry finish.  overall- medium gold and very hazy with above average head retention and lacing. bouquet was medium strength with notes of pine resin clementine nectarine and dankness. flavor was a great mix of pine resin clementine pith and pineapple. feel was between medium and full body mildly mouth warming and highly creamy. overall this beer provided a great drinking experience and was much more of a mix between a west coast ipa and neipa than a true neipa from todays standards.
88,Heady Topper,4.76,l - hazy yellow golden with a frothy white head that sticks around leaving behind a good amount of lacing s - bright fresh piney resinous bitter floral hops. malt and grass. t - fresh piney resinous floral bitter hops up front and throughout intermixed well with malt and cracker notes along with grass as well as citrus - grapefruit - and apricot dank on the backend f - medium bodied with moderate carbonation. crisp refreshing o - an incredibly well rounded imperial ipa.
89,Heady Topper,4.5,yeah ok it’s very good. great hop flavor. price point is a bit much but def worth the investment now and again. so seek it out if you can find it and enjoy!
90,Heady Topper,4.37,i had a chance to visit the brewery and have heady topper on tap and bring a few home for a more in depth tasting.  aside from knowing its fame i knew little else. my first thoughts were it was not quite as hazy as i expected. secondly upon tasting i was surprised to find it reminded me more of a western ipa than an neipa. not that its a bad thing im just preferential to hazy beers with grapefruit that you cannot see into. most of my experience is with ny based neipas which do seem a bit different than vermont.  smell - it seemed more floral than fruity. the alcohol content also shone through a bit.  taste - wow. no ibu rating on can but this has to be 60+ but not so much as to be a distraction in the taste. the flavor really helps balance the bitterness. the pine and resin was strong albeit weaker than some great west coast ipas i have had. this was followed by a complex fruitiness that was beyond me to completely identify. no massive grapefruit or citrus flavor i could identify maybe a complex mixture of blackberry and blood orange would be the most apt description.  the aftertaste was ... dark damp and lasting. in a great way. to me the ten seconds after the drink was probably the best part of the beer. the stronger alcohol content was very warming while the flavor was ... dark but also releasing more taste as the seconds ticked by.  and i must say i loved the brewery. beautiful and great staff. i literally stayed a 3 minute walk from it. my only concern was it was a touch small on the inside seating area the food options were not strong and it closes at 6pm. another downside (lol) was the number of very good breweries within 15 minutes i only was able to make one trip here due to committing to other breweries and the early closing hour.
91,Heady Topper,4.54,what? i never rated heady topper! great tude. greater vt. my sister brings this to me from vt. a) hazed golden standard with lace and last - tho brewer encourages us to drink from can which in a taste test turns out to be great advice. s) baked good floating an herbal piney floral sea. t) follows aroma through the full see saw of sweet and bitter woody earthy piney dank floral. f) smooth tongue kissy. o) deserves its pinnacle marks.
92,Heady Topper,4.8,the original! beer is incredibly hoppy and flavorful strong dank tones. this beer is good.
93,Don De Dieu,3.97,the pour is orange colored. the taste is banana coriander & clove. cheers! b
94,Don De Dieu,4.24,8/28/23 poured from a 12 oz bottle purchased from washington beer store...a mix six pack... gift from dw.  so so good! slight haze golden amber color. not much lacing and head disapates quickly.  very smooth mouthfeel. carbonation is not as high as expected. sweet apricots or apple taste. slightly drying at the end. goes down easy!
95,Don De Dieu,3.9,poured from 12oz bottle to a weizen glass. look is clear solid gold color with a dense white head that lasted a long time. clouds up quite a bit when you pour in the residue at the bottom of the bottle. smell is wheat bread apple some spice. taste is malt wheat cracker light clove coriander apple juice. feel is medium bodied solid carbonation. overall this is a good beer where the flavor outshines the aroma.
96,Don De Dieu,4.18,part of a unibroue mixed 6-pack. pours a dark gold color with a foamy white head that lasts quite a while. aroma of wheat and spices. taste is sweet and spicy. crisp and dry.
97,Don De Dieu,4.25,12oz bottle dated best before 5/31/25.  pours hazy gold with a half-inch head of white. moderate retention and lacing. coriander cloves red apples orange zest in the nose. medium bodied with a soft fluffy mouthfeel. spicy and phenolic on the palate with a light malt backbone and a balancing bitterness. clove-studded apples orange pith bubblegum zesty spice. finishes faintly sweet and spicy.
98,Don De Dieu,3.12,glass into imperial pint look: hazy golden straw yellow pouring a two finger head which dissipated into a nice thin cap smell: lots of doughy malt and yeast funk. some coriander orange zest and vanilla in there as well taste: doughy malt and orange zest. coriander and a apple cider like taste. finish is doughy and yeasty. feel: light-med body with a silky texture overall: i hope i got a bad bottle cause i love wheat ales but this is not for me
